song_id,release_year,key,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,popularity,artist_type,genre,hit,duration_log,followers_log
4JGypFKEHrlufSjF8DPl9X,2010,"C♯, D♭",0.00112,0.457,0.895,0.0,0.523,-5.987,0.0722,0.236,139.923,80.0,rapper,hip hop/rap,0,12.428419879868164,14.898023613299516
4JHoOfnad61lljGlVhfFSb,1979,C,0.29,0.504,0.883,0.000397,0.408,-9.312,0.0563,0.767,156.667,70.0,band,rock,0,12.319405795112926,13.502699377671929
4JIWmTZIy485xb8h2FVUXy,1968,A,0.633,0.316,0.389,0.0,0.0887,-8.112,0.0285,0.47,94.364,62.0,-,adult standards,0,11.934710016945361,9.625359692889159
4JIfw2OMfZadvH0dSVmUTb,1965,"F♯, G♭",0.771,0.581,0.197,0.0,0.0869,-16.684,0.032,0.726,99.483,58.0,band,folk/indie,0,11.761877104061947,12.497540044584849
4JKwW0A2OQeAUpYZd99Lfo,2006,F,0.17,0.873,0.743,0.0,0.135,-5.197,0.209,0.774,93.621,77.0,rapper,hip hop/rap,0,12.378684717465235,14.579517799061563
4JLUOF2Qh0q7NRFuvzgVBe,1970,A,0.25,0.539,0.521,3.49e-06,0.275,-8.184,0.0309,0.824,119.211,54.0,band,adult standards,0,11.914837602078846,11.536485729379242
4JNM9O0MEDPO24ETNSq4zs,1964,C,0.368,0.588,0.705,0.83,0.0762,-11.449,0.0369,0.72,149.168,21.0,-,pop,0,11.673120696772461,6.248042874508429
4JNTpbntShpUpACDUzwHV5,2005,"A♯, B♭",0.0827,0.842,0.775,1.41e-05,0.177,-11.038,0.222,0.526,104.959,68.0,-,hip hop/rap,0,12.320119822660098,13.178798529753731
4JOP8ELK6AaeySe7sKe996,2010,G,0.732,0.595,0.507,1.97e-05,0.106,-7.892,0.0618,0.337,86.099,81.0,singer,hip hop/rap,1,12.426175578847188,15.685588479961625
4JPq6K3yJUHqgmZutsZdwX,1991,"A♯, B♭",0.363,0.731,0.596,7.05e-05,0.0757,-10.691,0.0271,0.635,97.141,35.0,singer,electronic/dance,1,12.494558145147897,9.712448105122451
4JROdmPQS33WVR8kwKp2Lc,1978,G,0.0144,0.752,0.596,0.00276,0.0805,-8.962,0.0538,0.724,88.088,54.0,singer,funk,0,12.591202384460399,11.346256760583998
4JRem7xHp2l0kmUvt9zCKu,1976,"F♯, G♭",0.316,0.68,0.701,4.72e-06,0.111,-10.36,0.036,0.933,108.287,83.0,singer,rock,1,12.40197243283277,15.296849609103742
4JYMyddoksmabha0ZCltwA,1978,D,0.056,0.815,0.597,2.89e-06,0.0843,-9.987,0.0389,0.833,114.243,72.0,singer,folk/indie,0,12.130993432644061,13.787711726065941
4JehYebiI9JE8sR8MisGVb,2009,B,0.272,0.508,0.72,0.0,0.0563,-5.908,0.0628,0.472,79.983,91.0,singer,pop,1,12.474728614113404,16.803946528116406
4JfwY47pEF4y5BJDCPoVGP,1993,G,0.00543,0.568,0.657,0.000445,0.159,-8.83,0.0552,0.5,149.639,61.0,-,reggae,1,12.545875045283486,10.9548684614988
4JjIIBNoho0V2gZjH4nEzR,2017,A,0.124,0.521,0.805,0.000219,0.33,-4.481,0.0289,0.527,141.967,63.0,singer,country,0,12.083837212647502,12.21370841867191
4JjcCdm0RSPuvQWnZyrNkm,1975,F,0.215,0.556,0.635,0.00226,0.794,-8.99,0.0525,0.641,88.292,78.0,band,disco,1,12.521372316918585,14.658209430629352
4Jlqb6gqcqNbHpbjOBw0h0,1983,C,0.47,0.659,0.271,0.000581,0.0655,-13.323,0.0451,0.906,101.585,73.0,band,rock,0,12.128764944314383,13.742138468828369
4JodKyl2EbwUCLxDWrvAw5,1967,G,0.146,0.415,0.313,0.104,0.132,-11.505,0.0271,0.359,97.167,61.0,band,rock,0,12.269113170231122,12.212014954985802
4Jp5vxUvQe6OBOQOPVtXVc,1992,"D♯, E♭",0.00792,0.687,0.944,0.0,0.0813,-5.241,0.0314,0.64,126.146,59.0,-,rock,0,12.329475416408652,12.77556804046004
4JqQWAr47pGEoaMArpA7Z3,2014,G,0.0118,0.897,0.43,0.0,0.0473,-12.759,0.0551,0.964,121.987,63.0,singer,pop,0,12.31546950418448,12.936648068342244
4JqusF4byBFBfcv43ZPyjc,1978,"G♯, A♭",0.834,0.443,0.216,0.0,0.116,-11.209,0.0345,0.181,67.387,53.0,band,country,1,12.069800357223421,11.729060514007191
4Jr1OKgtijln1KOkWl9bP1,1979,G,0.0248,0.747,0.76,0.0001,0.365,-8.726,0.0384,0.863,129.281,51.0,band,pop,1,12.377114154455683,10.591119552407964
4JuWSuPTxSWhxactc73T5X,1983,F,0.539,0.51,0.317,0.000252,0.0846,-16.22,0.0287,0.473,81.097,50.0,-,rock,0,12.036315820844377,11.500002319679739
4JuzaVgrM4qNz90qsLGigX,1976,F,0.0491,0.696,0.713,0.015,0.299,-13.814,0.0504,0.395,123.068,57.0,band,disco,0,13.06952784174226,11.499424738916373
4JvUo4ArYNwsPPcp7JSnmz,1971,D,0.453,0.363,0.52,0.0,0.117,-10.655,0.0316,0.818,177.976,65.0,band,pop,0,12.198715649076604,13.25349689742885
4JxRaogKerhxhYALqEb5Cx,1968,D,0.259,0.607,0.647,0.0,0.24,-6.702,0.0306,0.964,144.02,33.0,band,pop,0,11.876929485492774,9.529012261114708
4JxSHnI0clN6sszObWSqiL,1981,G,0.0822,0.733,0.596,2.03e-05,0.138,-11.155,0.0263,0.866,110.932,45.0,band,rock,1,12.474678926476633,8.353732642263202
4Jz4bjXeiF2SXVj9P4YfY5,2011,C,0.0469,0.674,0.778,0.0,0.145,-5.367,0.0376,0.816,90.01,78.0,singer,rock,0,12.154431922375185,13.403620353057423
4K0Jlo9bZThTVUlTi6EEWz,1971,"C♯, D♭",0.661,0.607,0.63,3.23e-06,0.476,-8.846,0.0458,0.874,105.944,39.0,band,kids,0,11.937500149812987,10.558906905035101
4K0fYuC7qJx5P7Yh0Ch2zo,1990,F,0.338,0.499,0.517,0.0,0.236,-9.044,0.0287,0.281,144.138,35.0,-,unknown,1,12.408364299256617,9.809726172721653
4K17bU5qIdJYF10ztp1PkH,1970,E,0.0814,0.571,0.663,0.0,0.312,-5.945,0.028,0.689,86.514,57.0,band,rock,1,11.954118012361844,11.888659622686873
4K3REORWAIzxWaSwbSfq2W,2000,B,0.0278,0.93,0.744,0.0,0.182,-5.13,0.256,0.41,99.875,59.0,rapper,hip hop/rap,0,12.268295988710305,13.071181655739679
4KB63rnCIgMthVtKQj49RK,2014,"F♯, G♭",0.00559,0.5,0.836,7.28e-06,0.0883,-4.461,0.0337,0.415,153.962,77.0,singer,country,0,12.468952161848014,14.846494757691621
4KBLF8z7Hv7RIHjetaTCfD,1979,C,0.134,0.828,0.605,0.000147,0.0388,-12.285,0.0393,0.921,128.613,38.0,band,disco,1,12.274049000539268,8.083637203141548
4KClNuFZIA0Tqjk3eTnEUt,1970,"G♯, A♭",0.547,0.395,0.434,0.0,0.164,-11.926,0.0319,0.496,93.472,53.0,singer,adult standards,0,12.496504683358769,11.20625083702549
4KFM3A5QF2IMcc6nHsu3Wp,1988,A,0.387,0.678,0.348,5.12e-06,0.0825,-17.523,0.0397,0.63,102.009,74.0,singer,rock,0,12.496007179285245,14.161270246660001
4KJzJxpqE5aR4zj8LiH652,1986,"A♯, B♭",0.128,0.752,0.824,0.0103,0.306,-9.455,0.0447,0.961,91.563,73.0,band,soul/r&b,1,12.532328587361517,14.309789029619742
4KKfmmmkIDl6xbt6nAGvOA,2000,"G♯, A♭",0.504,0.704,0.568,0.0131,0.246,-8.052,0.0235,0.453,104.535,76.0,singer,country,1,12.33856474828002,14.183292490302527
4KLGU4WmcXXEbDfQmpYSAP,1975,"F♯, G♭",0.351,0.637,0.563,6.5e-06,0.0649,-10.399,0.0475,0.832,80.245,61.0,band,soul/r&b,0,12.579338201016055,11.881768081621892
4KLp7sKY2YCzaSQelZZjZr,2010,"G♯, A♭",0.195,0.513,0.662,0.0,0.101,-6.058,0.0293,0.261,134.128,80.0,band,classical/soundtrack,0,12.48557384571318,13.926805032810252
4KLxv1kzZobz0WaLj0Anrt,1968,A,0.378,0.511,0.935,4.11e-06,0.0829,-6.317,0.142,0.685,176.221,42.0,-,rock,0,11.825309906062351,8.797397374012059
4KQL1NUeDs5P2TrlyPDmqh,1966,"C♯, D♭",0.471,0.314,0.372,1.91e-05,0.166,-8.032,0.0301,0.342,182.293,37.0,singer,soul/r&b,0,12.119064904897568,9.216918687336305
4KRLWRl1bFjnXhY5MgZWrM,1965,E,0.738,0.66,0.801,1.04e-05,0.627,-8.446,0.115,0.867,104.374,32.0,singer,gospel,0,11.929620612807565,8.046229101075378
4KRMoo8vKWavy5f6dFpFmS,1991,G,0.11,0.76,0.767,0.000718,0.0314,-6.155,0.0313,0.821,113.425,37.0,band,folk/indie,1,12.516890021034074,9.706620724300137
4KTU5aa5s547f1JF5DImhF,2018,C,0.315,0.624,0.452,1.02e-05,0.311,-8.206,0.0681,0.724,199.775,83.0,singer,pop,0,12.404874322738078,15.921355321478604
4KUGhh0lsJ8GxQJ1Um8UrB,1967,F,0.383,0.575,0.643,0.0,0.0925,-7.744,0.0504,0.846,113.958,72.0,band,pop,1,12.031171489339702,13.69516048027302
4KUQxsW63qc6CQbkZ76GmN,2001,F,0.0688,0.641,0.72,0.00286,0.193,-5.209,0.0336,0.418,92.988,63.0,singer,pop,1,12.524628189647407,14.384986715139254
4KW1lqgSr8TKrvBII0Brf8,2016,G,0.142,0.714,0.566,1.25e-06,0.57,-4.408,0.056,0.449,113.074,91.0,singer,hip hop/rap,1,11.819829113587732,16.13727730117441
4KWgms1Z4m3CwZhYRdMn3o,1976,F,0.00375,0.627,0.836,0.114,0.191,-10.635,0.047,0.947,88.703,55.0,band,soul/r&b,0,12.11600569593878,12.625838344348486
4KX3zuSrTVYMyXOENAPVZR,1978,D,0.255,0.466,0.629,0.0,0.0884,-6.243,0.0399,0.414,75.695,4.0,-,unknown,0,12.167030316465505,4.897839799950911
4KYS9GK68yeuUJ8vJfPxrq,2018,"A♯, B♭",0.0462,0.834,0.731,0.0,0.0731,-5.603,0.0566,0.681,140.001,94.0,rapper,pop,0,12.08232749674707,15.658234017365197
4KacUpvbA3Mfo05gttTjhN,2001,A,0.000618,0.574,0.911,0.0,0.0769,-5.176,0.0715,0.573,98.075,76.0,band,metal,0,12.091043314945408,14.592092686040743
4KbkFTzkVBMSycLPxjCTbv,2006,C,0.903,0.782,0.182,0.925,0.123,-16.651,0.0574,0.56,108.093,45.0,-,unknown,0,12.271991463619461,7.3343293503005365
4KckMIRe06kjCjqomf3WzF,1967,A,0.146,0.604,0.505,0.000286,0.0975,-12.404,0.0487,0.707,121.588,18.0,band,rock,0,11.728689857134514,6.345636360828596
4Kcn3bOKxqVpSka7XMhSHN,1974,G,0.355,0.478,0.499,0.0,0.141,-10.511,0.0376,0.349,99.516,57.0,singer,kids,0,12.296224087351998,10.827805976097512
4Kd0FzFpOgIGxlBl4HXuFn,2004,B,0.0509,0.884,0.697,0.0,0.094,-6.022,0.128,0.322,101.965,66.0,band,hip hop/rap,1,12.438932837027677,12.70306807148393
4Kf4mOfjDTJwhKs8ncLN5A,1986,F,0.261,0.43,0.701,0.000279,0.231,-4.569,0.0371,0.236,153.776,22.0,band,rock,0,12.292864831832613,8.691146498539675
4KfSdst7rW39C0sfhArdrz,1977,E,0.015,0.547,0.691,0.105,0.144,-13.553,0.0369,0.667,137.148,71.0,band,rock,1,12.475847842612037,13.859064178195565
4KhOfYSg4ULCbTjCLj3EB2,1984,A,0.0199,0.697,0.979,0.0127,0.317,-7.262,0.0538,0.583,119.083,45.0,-,hip hop/rap,0,12.360911659829465,9.760771250334534
4KhanrenBxgyXYkFCArMyd,2013,F,0.017,0.633,0.726,5.37e-05,0.102,-9.318,0.0678,0.218,137.98,73.0,singer,hip hop/rap,0,12.448501043056247,14.475986808633184
4KhuernnobE4BzS0P1Viz8,1969,A,0.443,0.368,0.458,0.000553,0.651,-14.019,0.0391,0.568,87.323,63.0,band,rock,0,11.970609772017331,12.43944371699982
4Kj7BJGxHXqNiAGXVD2xAH,1967,A,0.0702,0.705,0.349,0.00181,0.0786,-16.017,0.0411,0.95,121.064,62.0,singer,pop,0,11.96332569707214,12.675391665484437
4KjPPpRbthW8dSNdisR2Wi,1992,"C♯, D♭",0.0211,0.659,0.893,0.308,0.72,-8.324,0.076,0.756,98.262,76.0,singer,rock,1,12.323562304822586,14.446984973847922
4KkzkMg3wMqezfHYNPlVy8,2001,G,0.247,0.713,0.963,0.0,0.125,-3.979,0.12,0.631,123.82,54.0,band,unknown,0,12.247857376470964,9.875910784765894
4KoecuyOpZaNFZ0UqVsllc,2001,F,0.439,0.817,0.585,0.0,0.147,-4.688,0.0301,0.916,105.014,68.0,singer,country,1,12.294271234171744,12.601877913921868
4Kol6Ecm4yCgHvbLSP3XUG,1972,A,0.164,0.509,0.587,0.0,0.432,-8.846,0.029,0.629,139.93,59.0,singer,folk/indie,0,12.074676115321505,12.634840783319245
4KpKyRFwN0gcwj58Uqjv7q,2018,F,0.134,0.557,0.338,0.00184,0.14,-9.892,0.0257,0.689,140.935,93.0,rapper,hip hop/rap,0,11.351876043451814,16.515338918845647
4KpbopdresVvdhe0qUTmj6,2015,D,0.000762,0.432,0.887,0.0,0.129,-3.103,0.0533,0.513,92.531,88.0,band,kids,0,12.267181855797011,15.438320860115473
4KrW0sheyZQljHgHGUxXQn,1965,G,0.435,0.618,0.544,2.04e-05,0.171,-11.519,0.049,0.722,92.323,46.0,singer,pop,0,12.059745448959594,10.496234118987427
4KuBTG9nvmPhgwlRoXnJrJ,1971,B,0.714,0.633,0.6,0.161,0.078,-9.093,0.0339,0.687,94.096,79.0,singer,soul/r&b,0,12.712772771118981,14.89472219853174
4Kvz5bhHNYPSaGnQ7PsTBi,1987,F,0.317,0.686,0.718,2.7e-05,0.0627,-11.439,0.0666,0.488,119.759,74.0,singer,pop,1,12.480775855753755,13.792359631365107
4Kw3CztmD15X1QGDnnHmLD,2018,B,0.0716,0.924,0.716,0.0,0.201,-5.801,0.165,0.254,129.987,87.0,band,hip hop/rap,0,12.570691453267143,16.03973002785862
4L0JH42JwC8EgB2RnuTRKq,1994,"F♯, G♭",0.0045,0.68,0.58,0.0,0.201,-9.977,0.17,0.586,173.406,41.0,band,reggae,0,12.426548642081721,9.573037148233409
4L0nc0tHfDjr3HlAm1EFeu,2010,G,0.0487,0.668,0.78,0.0,0.107,-6.481,0.0901,0.739,170.032,49.0,-,unknown,0,12.279081442383427,6.755768921984255
4L2BdIseoWJyU0B8VhFMG2,1996,"A♯, B♭",0.163,0.772,0.857,0.000633,0.113,-7.144,0.185,0.665,106.873,68.0,singer,pop,0,12.580394463425135,12.687451950728095
4L4LPNj9r88t3cONGhTXlF,1970,D,0.216,0.599,0.486,0.0,0.269,-12.39,0.0263,0.595,163.473,37.0,band,kids,1,12.044500326678666,9.808132371719273
4L5XnD2PMJrc9A4Mcp1asi,1964,C,0.833,0.504,0.731,0.0307,0.219,-8.887,0.0374,0.855,138.248,36.0,-,gospel,0,11.835791266756491,7.673223121121708
4L5ag9C1m1gEAPs5KC3yuy,1987,A,0.0187,0.775,0.583,0.0416,0.0263,-13.29,0.0433,0.647,125.084,53.0,-,hip hop/rap,0,12.429060184675118,9.817984128922188
4L5r9XNiWJ7cbqcIiNvVes,2005,C,0.0172,0.587,0.99,0.000668,0.104,-4.496,0.0783,0.486,127.992,70.0,band,metal,1,12.262835703449491,14.052543602128734
4L7C3kdHvEX7GdHMFr8Htv,1973,"A♯, B♭",0.319,0.843,0.268,0.0,0.23,-16.74,0.0685,0.634,109.669,50.0,singer,funk,0,12.234533758152205,11.529585905863335
4L9Ds4mpD3SuYoWwFUlv16,2018,"D♯, E♭",0.0791,0.362,0.882,0.0,0.15,-3.717,0.0973,0.864,199.811,84.0,duo,country,1,12.129197000747673,14.951592026746859
4L9J2or96xvWhQwWw09fHO,2010,C,0.0534,0.571,0.77,1.02e-06,0.129,-5.498,0.0314,0.613,141.996,68.0,singer,pop,0,12.389730808667759,12.993408923170522
4L9VA69sfZKK5HAs5zP22I,1991,"G♯, A♭",0.431,0.62,0.514,0.0,0.148,-7.948,0.0417,0.453,140.062,62.0,singer,pop,1,12.5025707423864,13.767209624102177
4LAlha4jyoqavAfhF0jocS,2006,"G♯, A♭",0.0418,0.823,0.802,0.0,0.157,-1.55,0.0367,0.94,106.498,68.0,singer,pop,0,12.361656583466432,14.19596755371725
4LE8fR53Pjd6xmHBUlxArg,2007,D,0.0103,0.597,0.678,0.0,0.381,-5.743,0.3,0.659,160.074,80.0,rapper,hip hop/rap,1,12.551129358443243,14.898023613299516
4LFwNJWoj74Yd71fIr1W8x,1989,C,0.8,0.395,0.252,0.0,0.101,-13.589,0.0301,0.126,177.679,67.0,singer,rock,1,12.48496873401379,13.036666045769723
4LGPSTZwLtFrM1J1TJG9YB,2011,"C♯, D♭",0.00155,0.795,0.775,1.78e-05,0.466,-3.915,0.0792,0.0751,140.061,65.0,rapper,hip hop/rap,0,12.196900711647464,13.86711295457481
4LJhJ6DQS7NwE7UKtvcM52,1999,"F♯, G♭",0.0126,0.391,0.951,0.000378,0.0878,-7.419,0.0692,0.468,157.66,82.0,band,rock,0,11.907403771942095,15.47142873069758
4LK1zq7x8Xxd7Nc32anUoH,2001,E,0.00265,0.774,0.835,3.14e-06,0.252,-5.137,0.0797,0.655,97.503,80.0,singer,pop,1,12.313553910807975,15.737556347761279
4LKFYXGW3kuGYYLQ4zNsBP,1966,A,0.641,0.383,0.507,3.82e-05,0.489,-8.441,0.0415,0.423,117.808,34.0,band,adult standards,0,11.982353928840066,9.75504554717585
4LMiAV61WcWhaPBmuTGUcx,1968,F,0.463,0.319,0.334,0.00103,0.106,-8.705,0.0331,0.19,128.981,47.0,band,blues,0,12.265416447446887,10.735853049472523
4LXsPdBcHAuttD9mKyhA8a,1992,"G♯, A♭",0.0346,0.78,0.902,0.00112,0.0886,-8.383,0.169,0.85,115.61,58.0,duo,hip hop/rap,0,12.394823490089031,12.621375866974233
4LZqNiZHiQvGLlt0RkXtqt,2003,G,0.255,0.718,0.603,0.0146,0.47,-8.455,0.0317,0.701,117.928,78.0,singer,country,1,12.251753218022147,14.77364164565276
4LbFfiYUTyfFp867yzJkb9,1981,G,0.375,0.541,0.653,0.0,0.332,-10.167,0.042,0.729,139.663,61.0,band,country,0,12.542930522068469,11.007120549661101
4LbFrIQwutqVBkw8qnfFrR,1985,A,0.0144,0.698,0.768,0.116,0.0697,-8.308,0.0427,0.688,116.55,44.0,singer,unknown,0,12.28099921111628,8.84043543926657
4LcJKxxmYF4DPajxfpPT60,1975,C,0.246,0.553,0.738,0.0,0.132,-7.242,0.0305,0.715,109.757,77.0,band,pop,0,12.203208547915523,14.555720220633928
4LeZXaAsO3eaJpOS0AUgoL,1987,B,0.135,0.676,0.589,3.16e-06,0.0872,-16.282,0.049,0.716,89.953,71.0,band,rock,0,12.786426197614675,14.053670398350297
4LfWMwJSjyVj0kPJHecc69,1983,C,0.0207,0.633,0.727,0.000111,0.265,-7.69,0.0265,0.918,110.867,62.0,band,rock,0,12.654472714272595,12.93827946857991
4LiQ8uAynrXFWY0vimnAa1,2013,C,0.00311,0.379,0.608,0.000614,0.251,-7.011,0.134,0.241,81.734,82.0,singer,pop,0,12.517036579833727,14.691046376401522
4LlNoNZflek4hZyZigCxpW,2000,D,0.351,0.596,0.706,0.0,0.36,-5.562,0.0262,0.704,146.088,58.0,singer,country,0,12.362567717977404,12.050313172288496
4LmlGaGTEbTGE5VngAbpA3,1994,G,0.08,0.512,0.636,0.000106,0.088,-9.602,0.0262,0.499,97.257,57.0,singer,folk/indie,1,12.371591321286905,12.261062598847
4LmqhPQQxgmSYsgcAcs0jT,1967,"C♯, D♭",0.302,0.55,0.656,0.0,0.402,-7.321,0.0285,0.507,113.442,69.0,band,pop,0,12.23531100808689,13.37987898302383
4Lnnj8r68374ZiAePjDPdj,1993,C,0.238,0.828,0.628,0.000212,0.235,-9.473,0.239,0.652,81.89,62.0,rapper,hip hop/rap,0,12.421026754716257,12.928994624420305
4LoCPCyDqZozyka4xO9SrM,1971,G,0.635,0.518,0.784,0.0,0.424,-8.928,0.125,0.925,164.028,43.0,singer,soul/r&b,0,12.032123938396156,11.127307100832148
4Lrf7RbUC92qp7JXcwhin8,1999,C,0.0697,0.607,0.628,0.0,0.322,-7.161,0.0283,0.353,89.284,45.0,singer,country,0,12.333295430670134,11.048681218592824
4Lrv45qDaFPvGSQ1lG8Rhr,2011,E,0.0276,0.72,0.925,0.000238,0.14,-4.165,0.0511,0.781,127.004,63.0,singer,pop,1,12.181236772678542,12.506247605875004
4LtVD1ZPjLrJhFmHi5ZeDm,1994,C,0.181,0.511,0.675,0.0,0.151,-10.578,0.101,0.576,137.918,25.0,-,unknown,1,12.370662928293813,5.6240175061873385
4Lw73SYab8PsWNtElKLzCP,1965,D,0.0296,0.482,0.57,0.0,0.3,-9.87,0.0311,0.83,143.062,23.0,-,rock,0,11.834051984641365,8.017637159908478
4LwOrnuxJwR7C5Sw4liY4Z,2000,A,0.171,0.914,0.813,0.0,0.124,-3.607,0.163,0.962,140.089,56.0,singer,hip hop/rap,0,12.527822755798049,10.90285024541336
4LxIGAVfcQIw0zAQRyFhU8,1991,D,0.0182,0.755,0.848,1.03e-05,0.141,-9.611,0.0642,0.77,114.134,72.0,band,kids,1,12.36831053554005,14.229969764303327
4LxjagX6D8MxMaoTmqpQ8Y,2009,C,0.703,0.734,0.648,0.0,0.103,-5.37,0.0349,0.634,129.958,81.0,singer,pop,1,12.447189701334532,15.367466380651619
4LxrmBgBLQc2oU60r6cBPW,1993,F,0.262,0.567,0.774,0.0,0.293,-5.14,0.0341,0.608,71.902,63.0,band,rock,0,12.247732688789467,12.463957662360327
4LyvsPgJtjUQQtw0FJ6Jys,2008,B,0.000308,0.537,0.866,1.38e-06,0.382,-3.08,0.0445,0.416,126.003,86.0,singer,pop,1,12.279141864080412,15.745451881305556
4M0m4FUdc4wD2guhUHogLF,1978,"C♯, D♭",0.644,0.619,0.686,0.0,0.0996,-9.014,0.0615,0.757,76.923,62.0,-,kids,1,12.06987484405218,12.195562608070482
4M2CfwFqOUD1KBRSoiVozZ,1996,A,0.0177,0.607,0.935,7.88e-06,0.149,-5.552,0.0587,0.627,131.639,33.0,singer,electronic/dance,0,12.44535722670643,7.67786350067821
4M3n0I0wOx0ktvQ5ZyAlHB,1972,A,0.518,0.679,0.554,6.68e-05,0.713,-8.484,0.0358,0.597,112.003,41.0,singer,soul/r&b,0,12.043718408352227,10.357457069703907
4M44ezhmtmWq97SZATK9eD,2009,"D♯, E♭",0.175,0.677,0.702,0.0,0.0846,-7.319,0.0522,0.791,139.99,80.0,band,classical/soundtrack,0,11.896104063499152,13.926805032810252
4M6fo50yYIusd2UovpdAzJ,1974,G,0.536,0.555,0.362,0.0,0.487,-14.056,0.0312,0.432,101.726,28.0,singer,country,0,12.21417969442407,7.506042178518122
4MAl5GecO9aspyQglkaRRO,1967,F,0.486,0.683,0.803,0.00187,0.0567,-11.94,0.175,0.803,96.109,81.0,singer,rock,0,12.056109850923987,15.018035614809383
4MDQg3faAHdyoDFm0Qwh4N,1987,D,0.0155,0.706,0.583,0.0462,0.252,-13.352,0.0418,0.807,116.668,24.0,-,rock,0,12.34827074848973,6.79794041297493
4MFU8kCLOQD9nV03Gfvrkn,1965,"A♯, B♭",0.455,0.438,0.81,2.23e-06,0.331,-8.443,0.0457,0.761,147.219,77.0,band,pop,0,11.867335846722455,14.555720220633928
4MFUR4ugPakVrAv0ewZOAz,1986,B,0.422,0.74,0.561,0.706,0.0485,-13.292,0.0376,0.926,123.008,54.0,-,disco,0,12.818952926620813,10.298026520510739
4MHzXgBy7hexDe2Bto11hP,1986,"C♯, D♭",0.0529,0.586,0.845,1.57e-06,0.0752,-7.335,0.046,0.615,116.455,77.0,band,pop,0,12.227706927655323,14.555720220633928
4MI0gAD5TlqYXVyV6JePrT,1986,A,0.0037,0.61,0.931,0.00352,0.873,-4.955,0.0874,0.449,125.399,68.0,singer,rock,1,12.527579891740917,13.1287370225064
4MIoDg9g7mYkDP8jN3HMjl,1969,"C♯, D♭",0.838,0.274,0.178,0.00216,0.114,-16.294,0.0325,0.277,87.227,40.0,-,unknown,0,12.318691257366098,8.617400451833262
4MMqj7HaLL8BphbBZnlsdq,2004,"A♯, B♭",0.0154,0.797,0.502,0.0,0.1,-3.925,0.0968,0.385,106.997,52.0,-,hip hop/rap,1,12.373792277898092,8.580355766373877
4MNSdVgRmPVraQ1eqNoVg2,1994,F,0.671,0.702,0.439,0.00305,0.0971,-11.185,0.0288,0.548,135.413,47.0,singer,unknown,0,12.522006841648048,9.58465875108751
4MOOxZXuvhz2y9wxdoRrce,1964,C,0.229,0.539,0.434,1.32e-06,0.0739,-8.523,0.0387,0.804,104.869,40.0,-,jazz,1,12.273735966890268,9.545096851813893
4MRhEMGSsBTaBX8IBNCe1b,1965,"C♯, D♭",0.297,0.716,0.741,0.0,0.0409,-6.549,0.0673,0.817,128.099,64.0,band,adult standards,0,11.928565301194856,12.324677565569262
4MSnF5Ajr8P0LqC4Zd66DH,2006,"C♯, D♭",0.111,0.478,0.529,2.17e-06,0.109,-5.164,0.0265,0.294,139.802,65.0,duo,country,0,12.420381283681547,13.81749458847345
4MTHIKGWNTBoubzDMkXFfa,1997,G,0.0179,0.635,0.614,0.000201,0.415,-7.165,0.197,0.736,174.213,71.0,rapper,pop,1,12.565148205682643,13.53042910097877
4MVA30NmvNtpbDon1ZG7mk,1977,C,0.00122,0.673,0.918,0.886,0.324,-3.882,0.0928,0.554,124.934,29.0,-,unknown,1,12.265793329506108,8.094988759303774
4MVcPRRfqXvXRutw8IZOZy,1967,E,0.505,0.394,0.911,6.94e-05,0.0772,-6.208,0.055,0.919,164.881,0.0,-,unknown,0,11.865467881768936,2.3978952727983707
4MVhYm4LCenxBIZKrT5CAc,1979,C,0.254,0.732,0.431,0.0864,0.102,-13.946,0.0504,0.564,101.803,39.0,duo,pop,0,12.332123629530768,6.854354502255021
4MXhiYIRDMGAuvZc5IFTwC,2018,E,0.142,0.7,0.46,4.81e-05,0.111,-8.111,0.0661,0.286,151.901,94.0,rapper,pop,0,11.87039009702321,15.658234017365197
4MXs0QXh8jRkr6u2g6LiPx,2003,E,0.109,0.708,0.46,0.0,0.0973,-7.9,0.142,0.27,106.644,29.0,-,unknown,1,12.403561922005059,5.209486152841421
4MZEZz8MqVgvIMXU6AVP22,1978,A,0.006,0.531,0.948,0.0117,0.694,-5.438,0.0568,0.498,136.891,68.0,singer,rock,1,12.6051641519896,13.182479634731312
4Me1aOz3tHGW6E2FO9cWKI,1987,B,0.16,0.773,0.959,8.32e-05,0.0737,-4.645,0.0329,0.979,130.014,28.0,singer,electronic/dance,0,12.547607047743652,7.156176637480615
4MeDnO5yA2Zi6IMlVApRci,2004,D,0.0744,0.756,0.691,0.0,0.364,-3.718,0.178,0.632,104.999,62.0,rapper,hip hop/rap,1,12.36814047329686,12.355078685792854
4MflGTO2ZTcSQ12bWcyRgI,2015,A,0.0324,0.752,0.775,0.0,0.351,-7.289,0.0546,0.595,122.014,78.0,singer,rock,1,12.202385857672178,13.403620353057423
4MgGdPmbySSVLUPBxzQ7mx,1987,D,0.00261,0.573,0.875,0.000181,0.0867,-6.508,0.0467,0.875,114.788,50.0,band,rock,1,12.240928075452645,11.220539010913859
4MhaifZyR0ojpjv80l54qQ,1969,F,0.0638,0.6,0.852,0.00881,0.321,-12.391,0.0361,0.844,126.201,68.0,band,rock,0,12.296041312091948,13.437111341551383
