song_id,score,release_year,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,explicit,song_type,followers,popularity,artist_type,main_genre
1XD2RV9srrHMO4ipN8Psib,841,1969,176587,1,1,4,0.355,0.516,0.661,0.0,0.263,-8.983,0.0397,0.731,85.776,False,Solo,230.0,6.0,band,-
1XD3oXVPx1wvDW1hNk5pzd,469,1972,194000,11,1,4,0.0221,0.636,0.641,0.18,0.398,-10.052,0.0406,0.939,108.412,False,Solo,266.0,9.0,band,-
1XE1UGRpvvkaFEeqe1OJpw,1615,2003,245293,5,0,4,0.444,0.655,0.433,0.0,0.221,-7.577,0.0348,0.199,130.127,False,Solo,284186.0,65.0,-,dance pop
1XFJvxujm9kUWGaEYUiUnz,2570,2015,230400,8,1,4,0.37,0.871,0.68,0.0,0.086,-9.531,0.391,0.635,123.975,False,Solo,69.0,6.0,-,-
1XGG4UHqyjHP9ZcFCALake,1460,1982,216773,7,1,4,0.173,0.715,0.728,0.0,0.11,-7.876,0.0296,0.92,132.239,False,Solo,916049.0,77.0,duo,album rock
1XGHVTHZ5JwPSIkyA4naB3,290,1966,173600,9,0,4,0.778,0.508,0.685,2.38e-06,0.382,-11.718,0.0852,0.778,145.278,False,Solo,43950.0,48.0,band,brill building pop
1XIfpEqwdaVkt1SECO4G7h,369,1968,224200,4,1,4,0.57,0.589,0.597,0.0,0.14,-7.816,0.0332,0.813,92.716,False,Solo,34078.0,46.0,singer,bubblegum pop
1XJBDDpeuZaj5fvmwhdIMw,20,2018,165517,1,1,4,0.114,0.66,0.615,0.0,0.315,-7.2,0.47,0.501,174.034,True,Solo,5001866.0,86.0,singer,florida rap
1XJGRuqfyh9xvBXAVuGD3g,313,1975,188293,6,0,4,0.0347,0.636,0.817,0.0854,0.407,-9.309,0.0869,0.854,101.929,False,Solo,13640.0,58.0,singer,disco
1XKKKkkzeLkhPK7P5WDKmp,834,1984,192640,0,1,4,0.00147,0.409,0.954,0.0,0.0961,-4.147,0.0607,0.725,157.411,False,Solo,483241.0,62.0,-,album rock
1XLvxWsuRMoBUJPriXodZk,788,1970,200667,7,1,4,0.497,0.462,0.47,0.0,0.104,-8.495,0.0526,0.394,85.975,False,Solo,6878.0,40.0,-,-
1XOuMDdsVbGb2vHsSaUaE5,316,1974,179173,9,1,4,0.104,0.672,0.742,6.94e-06,0.0775,-8.571,0.0464,0.878,112.545,False,Solo,929254.0,73.0,band,album rock
1XQOj2js9ridhhuRVnpKB0,481,1964,176147,1,1,4,0.557,0.462,0.714,0.000881,0.0368,-8.772,0.0386,0.381,144.952,False,Solo,113501.0,61.0,band,brill building pop
1XT3v8CIGQ1pbbSOhv8sS4,742,1971,202560,2,1,4,0.00497,0.613,0.704,0.0,0.337,-9.369,0.0601,0.746,113.154,False,Collaboration,2711653.0,73.0,singer,album rock
1XTbAGjlbdQ74ADCA7sE02,1,2014,159627,0,0,4,0.0143,0.797,0.929,0.0,0.111,-2.959,0.0433,0.747,96.003,False,Solo,19800.0,47.0,singer,-
1XTgqedadpTqNod7SvpiP1,634,1993,219293,11,1,4,0.8,0.401,0.261,1.63e-06,0.215,-10.409,0.0315,0.192,70.805,False,Collaboration,401999.0,62.0,singer,contemporary country
1XUvUJPi8c9Iuiz8grLi0w,497,2004,236565,1,0,4,0.231,0.816,0.382,0.915,0.167,-13.754,0.0333,0.962,94.978,False,Solo,1046.0,30.0,-,-
1XX4xX9rrdaomm4RxAJjZW,1083,1993,489733,4,0,4,0.0114,0.735,0.447,0.0,0.305,-15.942,0.0609,0.619,135.999,False,Solo,13024.0,39.0,-,new jack swing
1XYF0k2N7itcJaVFLAP1IU,179,1970,152253,6,0,4,0.8,0.602,0.463,0.000295,0.282,-11.527,0.044,0.83,112.223,False,Solo,24.0,5.0,singer,chicago soul
1XZcXocN74Psgx2BXEl1I2,39,1974,149267,3,1,3,0.499,0.562,0.66,0.0,0.248,-7.547,0.0327,0.83,115.183,False,Solo,73.0,2.0,-,boy pop
1XazlqB4YAtvouCmJPWXlM,630,2017,236227,9,1,4,0.114,0.518,0.686,0.0,0.114,-4.911,0.0313,0.334,144.065,False,Solo,957411.0,69.0,singer,contemporary country
1XcUn5PE9d42zWamWgRG2x,2775,2004,226960,11,1,4,0.376,0.653,0.818,1.64e-06,0.0754,-6.375,0.0638,0.798,91.896,False,Solo,45468.0,52.0,-,-
1Xf8TOaGT3KlORRABQH4Mh,28,1969,154920,2,1,4,0.709,0.644,0.362,5.37e-06,0.148,-13.748,0.04,0.871,100.55,False,Solo,158803.0,57.0,singer,adult standards
1Xh1mNgvOolZ2TCFERLdnJ,479,1987,312320,1,1,4,0.00157,0.799,0.74,0.634,0.317,-11.582,0.0583,0.642,114.623,False,Solo,40374.0,48.0,band,jazz trumpet
1XhjZJiEUmBdV5ykTbDxXO,750,1989,243009,5,1,4,0.133,0.529,0.705,0.954,0.119,-8.439,0.0323,0.958,108.002,False,Solo,394.0,22.0,-,-
1Xi2xGXEDGvliLRCM8eWyV,882,1986,178427,5,1,4,0.0592,0.703,0.923,0.153,0.111,-2.527,0.0273,0.964,129.287,False,Solo,622463.0,71.0,singer,album rock
1XiP8qRiHsx2wQPSmsLp7W,50,1977,744867,10,1,4,0.0344,0.28,0.327,0.0113,0.708,-16.57,0.0488,0.287,132.214,False,Collaboration,271.0,20.0,singer,-
1XoM7kSwnMJZtbVTd4vscz,171,1975,165667,9,1,4,0.162,0.537,0.632,9.14e-05,0.149,-10.639,0.0348,0.799,97.123,False,Solo,307072.0,59.0,singer,american folk revival
1Xq9mW18XoH4VhsKlsnSO9,318,1984,306800,2,0,4,0.0019,0.622,0.606,0.0352,0.329,-13.598,0.0297,0.835,119.493,False,Solo,364.0,4.0,band,-
1XvOCglpG8Y8INfxj46bYb,44,1998,199827,3,1,4,0.841,0.69,0.542,0.927,0.106,-8.528,0.0313,0.796,118.784,False,Solo,1107796.0,75.0,singer,celtic
1XwloNz9FH1feiKJE9teK1,177,1972,206440,3,0,4,0.433,0.684,0.432,9.96e-06,0.0731,-13.703,0.0837,0.763,117.403,False,Solo,15379.0,47.0,singer,classic soul
1XycIFkXr592QmtUPn6eZv,449,2004,226351,10,1,4,0.0934,0.576,0.475,0.922,0.243,-7.904,0.0288,0.245,128.134,False,Solo,14.0,3.0,-,-
1Y0FNtTscYup3wjbw588sR,33,1965,132347,8,1,3,0.731,0.343,0.342,0.0,0.0895,-8.949,0.0327,0.542,112.958,False,Solo,34121.0,46.0,singer,country gospel
1Y1f545iaGofOJo4qya2e5,727,1984,267067,4,0,4,0.0646,0.705,0.751,0.000172,0.0881,-12.224,0.0385,0.833,113.482,False,Solo,64964.0,52.0,band,dance rock
1Y4ZdPOOgCUhBcKZOrUFiS,979,2007,219773,2,1,4,0.41,0.619,0.87,1.37e-06,0.0571,-4.956,0.501,0.94,188.772,False,Solo,47510.0,51.0,singer,hip pop
1Y7abeCiyuhkE7lVliXkWp,30,2009,207160,7,1,4,0.175,0.234,0.745,0.0,0.295,-6.017,0.0524,0.41,93.825,False,Solo,1117723.0,80.0,band,hollywood
1Y8FuOqh6tfzzyfdnNoplg,60,1997,317160,2,1,3,0.195,0.689,0.385,0.0,0.0605,-11.447,0.0541,0.566,82.516,False,Solo,21135.0,31.0,singer,southern soul
1Y8ddVupH6D6Q4mzVCJzHO,1678,2010,275969,1,1,4,0.0469,0.716,0.614,1.79e-05,0.064,-8.924,0.0379,0.313,91.017,False,Solo,10720.0,26.0,-,karaoke
1YAV8HS6DsqPZM3eN40B8Y,1113,2002,205068,1,1,4,0.456,0.867,0.445,0.0,0.0974,-12.207,0.247,0.938,108.908,True,Solo,33687.0,47.0,-,-
1YEVvaImJeHRx0sfDJzKds,655,1986,228560,0,1,4,0.0525,0.695,0.552,2.7e-06,0.129,-9.077,0.0319,0.835,103.348,False,Solo,15731.0,33.0,-,dance rock
1YGZyfvdgZxzipWoWYVKxi,1244,1982,205533,4,1,4,0.0953,0.557,0.782,6.75e-06,0.118,-3.899,0.0475,0.305,159.621,False,Solo,237850.0,62.0,singer,dance pop
1YHod6ICIZLZcIkbclW9DG,13,1970,137013,0,1,4,0.283,0.798,0.712,9.26e-06,0.377,-6.16,0.0972,0.914,124.767,False,Solo,27153.0,44.0,band,brill building pop
1YIDQNLiln3psSH1suHekI,546,1968,115787,11,1,4,0.285,0.691,0.627,7.07e-06,0.107,-7.607,0.0386,0.719,133.821,False,Solo,10343.0,36.0,-,bubblegum pop
1YIWYzMq84I46LmgX1vpye,1007,1968,179440,0,1,4,0.592,0.658,0.657,9.5e-06,0.08,-7.792,0.0482,0.888,157.269,False,Solo,388011.0,65.0,singer,adult standards
1YNCi9tPJffDJHNc6at129,1295,1973,173987,7,1,4,0.311,0.481,0.4,3.56e-06,0.112,-11.236,0.0307,0.442,139.614,False,Solo,99954.0,48.0,singer,adult standards
1YVHViaEeQqBGDHDdzYlAI,311,1965,203407,7,1,4,0.462,0.363,0.522,0.0,0.662,-13.136,0.0329,0.592,99.353,False,Solo,200371.0,64.0,band,adult standards
1YZBMqN8kHaaRPXpQTC3kb,1569,2003,297960,8,0,4,0.35,0.609,0.702,0.0,0.0727,-3.161,0.035,0.513,83.637,False,Solo,1568641.0,74.0,singer,dance pop
1Ya87xcJInskhE5joOq9tP,1733,1977,157333,0,1,4,0.501,0.462,0.87,0.000174,0.28,-6.554,0.076,0.507,148.312,False,Solo,3328510.0,81.0,singer,rock-and-roll
1YaVmBh7EAeR54FIjuFcb5,1715,2010,202587,10,0,4,0.0211,0.629,0.906,1.17e-06,0.0551,-5.393,0.0583,0.847,132.64,False,Solo,4352628.0,71.0,band,dance pop
1Yc2k9b9PNZSB6P5S53SPC,151,1991,198800,0,0,4,0.457,0.65,0.371,0.0116,0.102,-13.623,0.026,0.561,102.583,False,Solo,406864.0,69.0,band,australian pop
1YcOjtjiwwiwlrzmeueQ45,8,2010,170213,8,1,4,0.0158,0.804,0.57,2.83e-05,0.14,-4.691,0.0343,0.803,104.999,False,Solo,4790861.0,79.0,singer,dance pop
1YhFtqwcN138S6ng3MT1nN,1183,2010,176160,11,0,4,0.105,0.622,0.932,2.37e-06,0.328,-4.66,0.0498,0.519,108.051,False,Solo,4389303.0,81.0,singer,contemporary country
1YhNCQ3XOdTCZgubfX8PgB,883,1965,163160,7,1,3,0.61,0.574,0.256,7.7e-05,0.1,-15.044,0.0298,0.568,82.331,False,Solo,467.0,16.0,-,deep adult standards
1YhiWWFrbdd3kAVhSYDhZ7,427,2003,297840,11,0,4,0.0438,0.787,0.583,0.0,0.282,-7.16,0.176,0.706,101.96,True,Solo,3298162.0,82.0,singer,dance pop
1YiAY1oCmkFjUabQL9gos4,655,1979,233133,4,1,4,0.0446,0.476,0.766,0.0053,0.214,-11.435,0.038,0.68,137.083,False,Solo,629955.0,68.0,band,album rock
1YiY2Y9efmHPEKMv6S9ewR,140,1971,184960,7,0,4,0.379,0.721,0.314,1.85e-06,0.111,-14.966,0.0389,0.804,136.399,False,Solo,48924.0,45.0,-,adult standards
1YjT8Oigrk3zl2FfxzL0qF,83,1989,291600,7,1,4,0.0144,0.718,0.654,0.324,0.18,-12.516,0.0605,0.696,120.059,False,Solo,24738.0,39.0,band,freestyle
1YkQGGaaE5Qqes82meBdOi,1042,1990,249533,9,1,4,0.149,0.291,0.804,5.23e-06,0.298,-8.329,0.0628,0.483,178.046,False,Solo,1044515.0,71.0,band,album rock
1YlI31CCRSK4usdgh7yk7a,21,2009,228960,2,1,4,0.0121,0.771,0.861,0.0,0.291,-1.695,0.269,0.432,189.947,True,Solo,2148983.0,82.0,singer,dance pop
1YlljwJpROgtCkyZff54Mo,659,1969,164093,0,1,4,0.634,0.52,0.608,0.000234,0.296,-9.577,0.0832,0.848,177.348,False,Solo,27153.0,44.0,band,brill building pop
1Ym4HYsyi81DAaTvbDLpok,63,1985,350893,2,1,4,0.258,0.867,0.817,0.000544,0.114,-5.242,0.104,0.699,131.622,False,Solo,275530.0,57.0,singer,classic soul
1YpNDG1DnNadlZzR8kAXqF,1583,1988,268667,5,0,4,0.41,0.901,0.576,9.72e-05,0.0447,-10.314,0.0566,0.959,124.995,False,Solo,275930.0,66.0,singer,adult standards
1Yuim9eHBfG8YUJII28XDF,837,2004,228480,10,1,4,2.63e-05,0.544,0.867,0.0165,0.266,-5.527,0.0517,0.726,93.925,False,Solo,3790514.0,79.0,band,alternative metal
1Yv9835JtC2AwHjCMtqj3G,170,1968,168867,4,1,4,0.333,0.467,0.181,4.54e-06,0.137,-13.016,0.0277,0.362,69.482,False,Solo,256295.0,60.0,singer,brill building pop
1YwM86VfyDhJv5obDMMjp5,269,1997,301973,11,0,4,0.0668,0.54,0.82,4.67e-06,0.558,-6.215,0.0725,0.698,84.716,False,Solo,313748.0,60.0,band,british soul
1YwPNemawMgGe6sF4U0FTE,24,1998,266307,8,1,4,0.238,0.809,0.883,0.00234,0.0625,-2.965,0.0689,0.918,124.096,False,Solo,356749.0,70.0,singer,latin
1YyoprYT9Oz3QiOqhYHO8i,6,1965,155960,3,1,4,0.373,0.607,0.621,0.0,0.261,-7.784,0.0303,0.843,115.595,False,Solo,56613.0,48.0,band,brill building pop
1Z05oebEFXI5Vxk7hPTkZ6,756,1988,308309,4,1,4,0.295,0.581,0.622,0.936,0.244,-8.725,0.0238,0.348,108.224,False,Solo,336.0,34.0,-,karaoke
1Z0QdPM5YcMIAwhVD6wBBM,1255,1993,563840,6,1,4,0.0876,0.549,0.365,9.15e-06,0.214,-12.956,0.0316,0.168,88.973,False,Solo,466310.0,61.0,band,dance pop
1Z1BvDuDYOaQaQtoeCDSuA,1584,1992,328800,0,1,4,0.000241,0.685,0.651,0.00592,0.355,-10.469,0.0298,0.754,120.017,False,Solo,46547.0,55.0,singer,diva house
1Z1gf0HVeDzXFVnoOzNObl,1575,2011,246120,9,1,4,0.0922,0.521,0.647,8.21e-05,0.123,-6.344,0.0295,0.326,83.963,False,Solo,489958.0,69.0,singer,contemporary country
1Z4SEkM3Oq4XQ6WqwJvJwI,8,1969,203732,5,1,3,0.514,0.445,0.29,0.0601,0.568,-13.374,0.0349,0.211,115.836,False,Solo,441.0,16.0,singer,-
1Z51w1nyjGmWwXVIIlY20V,899,1985,286347,11,0,4,0.0672,0.367,0.833,0.0,0.31,-7.504,0.0472,0.35,116.719,False,Solo,629955.0,68.0,band,album rock
1Z59l4hOQV03cIrsfOVgVG,266,1985,263040,11,0,4,0.0659,0.718,0.88,0.0,0.0561,-6.792,0.0288,0.966,130.445,False,Solo,10667.0,34.0,-,quiet storm
1Z5L1sgdPUPfcuxsfaYzcB,1145,2012,190000,7,1,4,0.0372,0.626,0.784,0.0,0.182,-3.874,0.0515,0.555,120.031,True,Solo,59980.0,47.0,singer,indie pop rap
1Z6lKdYhwp8WYoBqGCKxlM,1904,1990,228067,1,1,4,0.0657,0.574,0.93,7.78e-06,0.108,-2.949,0.0413,0.69,92.303,False,Solo,1581135.0,68.0,band,album rock
1Z8MFpIQAtaXbaS1HYpIV5,1214,2002,208840,5,0,4,0.343,0.806,0.608,0.0002,0.193,-9.775,0.324,0.297,93.065,False,Solo,18885.0,49.0,-,hip pop
1Z9QZVa7IJJcWFfgrWsIMY,256,1970,208097,10,1,4,0.288,0.427,0.604,0.000151,0.0716,-6.416,0.0248,0.851,162.056,False,Solo,102383.0,54.0,band,adult standards
1ZAyjvIk9YiD76yYy0TEG6,1767,2018,175230,11,1,4,0.202,0.876,0.519,0.0,0.108,-6.531,0.143,0.158,94.981,True,Solo,1733907.0,85.0,rapper,atl hip hop
1ZHSmc2m66fqF0BaRuS9d2,174,1968,167413,7,1,4,0.0255,0.639,0.616,0.41,0.105,-6.343,0.032,0.815,119.129,False,Solo,3835.0,32.0,singer,chicago soul
1ZHYJ2Wwgxes4m8Ba88PeK,547,2010,378893,2,1,5,0.00244,0.628,0.692,0.013,0.668,-5.64,0.202,0.0964,124.791,True,Collaboration,4863076.0,84.0,rapper,east coast hip hop
1ZKKdGaFNy2dOMHRgkW93Y,965,2005,241587,1,1,4,0.341,0.913,0.671,0.0,0.645,-7.385,0.303,0.867,117.991,True,Collaboration,7167897.0,86.0,rapper,dance pop
1ZLIVtsCbQ8zTPpvs8ekQz,175,1979,217893,2,1,4,0.00872,0.538,0.853,2.44e-06,0.107,-6.147,0.0335,0.554,120.912,False,Solo,325534.0,64.0,singer,album rock
1ZLhjiBXLWCkSW3WzEdrnj,196,1975,154893,11,1,4,0.545,0.676,0.454,0.0,0.356,-10.907,0.0341,0.834,111.35,False,Solo,181399.0,63.0,singer,alternative country
1ZOROX1KhC9xipkXFCxeDf,2506,2011,240307,11,1,4,0.000177,0.644,0.661,5.14e-06,0.108,-6.093,0.0418,0.272,154.001,False,Solo,8209221.0,91.0,singer,hip hop
1ZPlNanZsJSPK5h9YZZFbZ,1362,1985,218627,3,0,4,0.202,0.773,0.656,0.00323,0.0697,-10.88,0.0381,0.971,119.754,False,Solo,3298162.0,82.0,singer,dance pop
1ZUJZkV29qWIF4jst1brN3,975,1969,172400,1,0,4,0.628,0.638,0.652,0.000606,0.283,-7.719,0.0288,0.962,115.918,False,Solo,629.0,27.0,singer,-
1ZVgydICDwNpd9OMVbaAU0,1284,1975,261715,7,1,4,0.0102,0.701,0.783,0.000934,0.669,-8.653,0.0665,0.815,108.116,False,Solo,201302.0,57.0,band,acid jazz
1Zd9m5D3NFP7N20HVtkoAB,21,2009,261653,0,1,4,0.948,0.469,0.16,7.62e-06,0.0975,-12.158,0.0293,0.199,74.84,False,Solo,8287987.0,86.0,band,dance pop
1ZemPoaj7LBj1RAQrb89EC,110,2018,261800,11,0,4,0.135,0.651,0.587,1.07e-05,0.149,-7.307,0.0421,0.317,121.838,False,Solo,16737002.0,96.0,rapper,dfw rap
1ZfbMOw5VSh5Qqr8hgLCkJ,9,1968,151800,4,1,4,0.133,0.478,0.681,0.0,0.0748,-5.2,0.0291,0.962,92.898,False,Solo,138064.0,56.0,singer,adult standards
1Zh3YWzSgl3vRhzz6KlRV4,535,1970,179053,0,1,4,0.371,0.508,0.495,1.17e-06,0.132,-10.359,0.0962,0.806,131.092,False,Solo,1982157.0,76.0,singer,classic soul
1ZhDatT59MAoXRLtQiMMfg,837,1982,245293,9,0,4,0.195,0.632,0.791,1.04e-05,0.353,-6.856,0.0313,0.804,92.854,False,Solo,276603.0,58.0,singer,adult standards
1ZhrREyOOeFV6TxDOyiPwu,1308,1976,170173,0,1,4,0.0504,0.571,0.633,1.64e-06,0.171,-12.942,0.0475,0.857,98.412,False,Solo,1208418.0,72.0,band,album rock
1Zi2ezNOqt9y9irC11xYpN,1071,1965,215827,2,1,4,0.387,0.613,0.307,4.52e-06,0.087,-17.385,0.0414,0.789,117.305,False,Solo,9743.0,45.0,singer,bubblegum pop
1ZipqVhXAsddqVolbrArMS,15,1976,227160,5,1,4,0.291,0.589,0.502,4.39e-05,0.117,-8.853,0.0725,0.352,97.332,False,Collaboration,16970.0,38.0,singer,classic soul
1ZnwFwzQoFno1T2aYzVDmr,1008,1994,264907,7,1,4,0.62,0.332,0.351,0.0,0.112,-8.593,0.032,0.145,113.158,False,Solo,728771.0,69.0,singer,adult standards
1ZoE2naC9ySlPLdBZhS1rM,1607,1993,313000,1,0,4,0.0492,0.656,0.816,0.00119,0.105,-10.722,0.0349,0.727,100.646,False,Solo,56915.0,51.0,band,acid jazz
1ZozJfi8u9cO2Ob8KwiwNT,4966,2000,316733,2,1,4,5.15e-05,0.459,0.83,0.00014,0.206,-6.254,0.0364,0.431,155.826,False,Solo,1541414.0,70.0,band,alternative metal
1ZpxbubLYimCNuabbXbrzD,455,1976,186773,7,1,4,0.0177,0.613,0.728,2.43e-06,0.167,-6.961,0.0911,0.947,129.993,False,Solo,1033.0,15.0,band,-
1ZqHjApl3pfzwjweTfMi0g,664,2008,222653,1,0,4,0.0603,0.345,0.581,0.00127,0.115,-7.875,0.0369,0.108,76.022,False,Solo,21549412.0,89.0,band,permanent wave
1Zrt3eIobdcn7fJ0i1kjzW,46,2011,166547,8,1,4,0.618,0.52,0.271,0.0,0.109,-9.806,0.0299,0.509,110.789,False,Collaboration,1117723.0,80.0,band,hollywood
1ZtPpbHgnj6JLIv1Rpuc3x,868,1970,198120,8,1,4,0.0208,0.796,0.402,2.7e-05,0.0274,-13.677,0.164,0.741,114.838,False,Solo,36206.0,43.0,singer,classic soul
1ZxIdUdF5M6jTKoiXDXzGO,664,1995,224839,0,1,4,0.393,0.722,0.708,0.0,0.348,-9.024,0.414,0.821,178.03,True,Solo,23008.0,40.0,band,east coast hip hop
1a1wriPmoOqKF99AzB8exX,959,1980,252600,0,1,4,0.399,0.765,0.709,0.0163,0.0623,-9.168,0.0546,0.837,139.491,False,Solo,7241854.0,84.0,band,album rock
1a7ZD7dgbscPTo7OUk7Eqb,52,1988,290320,2,1,4,0.0215,0.534,0.816,0.291,0.153,-8.002,0.0726,0.702,90.719,False,Solo,321475.0,66.0,singer,dance pop
1a7jQ2WGIpLJlHJD0hily2,11,2010,211093,0,1,4,0.694,0.286,0.623,1.5e-05,0.306,-5.012,0.0421,0.11,96.647,False,Solo,1117723.0,80.0,band,hollywood
1a882u3w3OktDiQNFeGjWF,1680,1987,216360,9,1,4,0.108,0.692,0.771,0.000314,0.0813,-6.101,0.031,0.802,112.89,False,Solo,68878.0,49.0,band,new romantic
1aC1IBAETh2XYGOE8kCC6t,558,2001,264800,6,0,4,0.0108,0.499,0.88,2.76e-05,0.226,-6.424,0.0654,0.39,147.899,False,Solo,2314826.0,74.0,band,alternative metal
1aDoyG4LiKT3o4ZrQK1auW,1217,2000,213760,7,1,4,0.234,0.467,0.492,0.0,0.113,-8.908,0.0295,0.156,74.945,False,Solo,660059.0,64.0,band,contemporary country
1aEb25PQ3WE0PmjYOZD36I,1024,1988,201899,4,0,4,0.0322,0.766,0.4,0.00117,0.1,-8.402,0.0763,0.494,104.964,False,Collaboration,6.0,19.0,-,-
1aHCn2d62m0Gghu0nLeaw3,1694,1992,250667,0,1,4,0.00142,0.612,0.694,0.0012,0.0749,-8.277,0.026,0.551,115.53,False,Solo,458935.0,67.0,singer,album rock
1aHFBinL9IS9JTvfNRy8UT,68,1997,239442,0,0,4,0.306,0.593,0.462,0.749,0.107,-13.468,0.026,0.567,146.358,False,Solo,276.0,25.0,-,-
1aJtdcYdncvyNrVKCcj0eD,505,1980,216800,4,1,4,0.0714,0.535,0.771,0.0,0.0446,-6.463,0.0313,0.818,103.324,False,Solo,3783995.0,76.0,-,album rock
1aKlcJyqOTB66MNT174JUT,1443,2009,231758,8,1,4,0.475,0.587,0.674,0.0,0.151,-5.837,0.0426,0.583,77.977,False,Solo,1.0,2.0,-,-
1aMJpA14sqoLd3c3h0q01d,13,1975,358693,10,1,3,0.6,0.458,0.408,0.003,0.0587,-9.797,0.0685,0.438,153.847,False,Solo,37441.0,40.0,singer,classic soul
1aMNxdU9CPxGTRmx7K1N1i,10,1970,234240,7,1,4,0.43,0.467,0.396,0.000879,0.0652,-12.669,0.0329,0.7,81.993,False,Solo,77757.0,50.0,singer,brill building pop
1aMprzGYfTyP5DN4jM5NBZ,739,1969,181587,1,1,4,0.563,0.701,0.721,0.0,0.399,-11.209,0.0416,0.962,109.1,False,Solo,494788.0,66.0,-,brill building pop
1aWV3uY3SIEZVbmv45oFWS,2889,1995,268533,5,0,4,0.0193,0.811,0.458,1.41e-06,0.0526,-9.688,0.0402,0.797,92.94,False,Solo,1734379.0,74.0,band,atl hip hop
1aaoIHFT9UqhlaEwLAhh00,2020,1992,272707,1,0,4,0.0241,0.822,0.661,3.95e-06,0.315,-10.234,0.164,0.67,99.883,False,Solo,98602.0,56.0,-,atl hip hop
1ad6CbExeZneBGswe5YuSD,152,2013,179627,2,1,4,0.151,0.659,0.64,0.00477,0.109,-6.544,0.0263,0.211,96.935,False,Solo,6465.0,30.0,band,-
1agVrzicFWExgEiAtk8lmr,6,1973,264880,7,1,4,0.00155,0.398,0.86,0.68,0.154,-4.574,0.0665,0.564,138.11,False,Solo,114558.0,52.0,band,album rock
1ah2bSMILKdJf16rBKKibI,40,1988,185200,7,1,4,0.00492,0.543,0.669,2.06e-05,0.056,-10.459,0.0427,0.876,145.888,False,Solo,26246.0,42.0,band,candy pop
1ajxxONXUoRwxakPMBG8VA,110,1991,263787,0,1,4,0.189,0.47,0.653,0.0,0.0962,-10.418,0.0327,0.274,178.307,False,Solo,7776.0,28.0,-,deep melodic hard rock
1akXUwBNOovAwNmBUWYZs1,369,1968,137466,7,1,4,0.275,0.445,0.668,0.0,0.16,-10.037,0.0571,0.659,148.27,False,Solo,504.0,24.0,-,-
1akgiRM3mN2nxu2AX6ACCW,1584,2009,241933,8,1,4,0.107,0.708,0.815,0.0,0.326,-4.044,0.25,0.657,86.493,True,Solo,188282.0,56.0,rapper,indie pop rap
1akny2bg3n4bvx9B5YLcFo,1043,1990,288733,1,1,4,0.111,0.535,0.63,0.000297,0.3,-9.776,0.028,0.454,82.003,False,Collaboration,233.0,43.0,-,-
1amRq1hFKK1vFCj2KNDfJV,1133,1992,270173,11,0,4,0.000632,0.63,0.821,0.479,0.0963,-6.726,0.0467,0.271,102.022,False,Solo,3298162.0,82.0,singer,dance pop
1anC5TN6sW08TK5BkaemOI,6,1967,158933,7,1,4,0.439,0.417,0.691,0.0,0.117,-7.941,0.146,0.729,202.773,False,Solo,10093.0,38.0,band,bubblegum pop
1anccAjNKZNKlTbHGheeCA,400,1984,255160,11,0,4,0.000397,0.382,0.772,7.62e-05,0.166,-12.687,0.0544,0.619,164.754,False,Solo,286050.0,57.0,band,album rock
1asba4YipSYUk4WY6A2O1g,12,1965,151373,7,1,3,0.622,0.496,0.607,1.84e-06,0.352,-8.5,0.0298,0.412,94.358,False,Solo,56613.0,48.0,band,brill building pop
1ask6D7sAOBSqe9xNOPL8t,718,1997,224800,0,1,4,0.111,0.838,0.401,0.00811,0.0478,-9.808,0.0506,0.74,93.49,False,Solo,867368.0,65.0,band,dance pop
1atDDBTMunTF3Vwn2jpTLV,201,1965,192760,10,1,4,0.958,0.278,0.0643,0.0015,0.068,-19.142,0.034,0.0551,130.267,False,Solo,388011.0,65.0,singer,adult standards
1atapfTmtmmDEAwG3iLUow,666,1984,244267,7,1,4,0.0129,0.569,0.891,0.0,0.0613,-4.89,0.0484,0.521,119.624,False,Solo,21518.0,49.0,-,new wave pop
1auS5fpZRGBOS13XsYvYVY,716,1970,169867,0,1,4,0.639,0.566,0.529,0.0121,0.119,-15.352,0.0415,0.9,118.519,False,Solo,259883.0,61.0,band,album rock
1aupoGq6oWjYKOKbabJ0Bm,440,1988,261640,9,0,5,0.25,0.322,0.529,0.00015,0.181,-13.676,0.0326,0.358,124.62,False,Solo,1044515.0,71.0,band,album rock
1azTmIQNG2oQsDgBlBYyvE,1493,1996,276140,8,0,4,0.395,0.679,0.227,0.874,0.114,-16.102,0.0527,0.542,76.003,False,Solo,2059.0,35.0,-,-
1b0kkP2TN8ORJhSicKzumS,896,2013,215920,2,1,1,0.158,0.345,0.375,1.22e-05,0.26,-10.762,0.0292,0.0898,83.214,False,Solo,741766.0,69.0,singer,contemporary country
1b63ryTONnLSP14Oytqp6p,690,1969,164240,8,1,4,0.000168,0.489,0.936,0.000263,0.149,-4.909,0.0533,0.822,111.845,False,Solo,3719.0,35.0,band,northern soul
1b6O88K7d9jluz6wac2kKD,185,1971,205533,10,1,4,0.444,0.606,0.927,0.00123,0.432,-6.144,0.035,0.873,137.731,False,Solo,226.0,23.0,singer,-
1b7LMtXCXGc2EwOIplI35z,1560,1973,203893,7,1,4,0.0825,0.787,0.541,0.000311,0.065,-10.437,0.0403,0.962,124.194,False,Solo,60383.0,65.0,band,classic rock
